w,x,y,z
0.779819608,-0.399969637,-0.470074236,-0.1,1511592053406.06
0.783706427,-0.389402419,-0.474051356,-0.1,1511592053441.24
0.792663634,-0.362567246,-0.483099133,-0.08,1511592053491.04
0.803367198,-0.328243792,-0.492325664,-0.07,1511592053538.35
0.813334703,-0.293750495,-0.499474883,-0.05,1511592053574.63
0.827326238,-0.233151525,-0.510178328,-0.03,1511592053622.64
0.839579821,-0.181965053,-0.511682034,-0.01,1511592053672.95
0.846621037,-0.144208282,-0.512282491,0,1511592053707.23
0.854737222,-0.064032368,-0.51440686,0.03,1511592053774.70
0.856691658,-0.025264278,-0.513436019,0.04,1511592053825.06
0.857337773,0.003428851,-0.511823773,0.05,1511592053871.27
0.858769834,0.033467084,-0.50676024,0.07,1511592053918.44
0.860224009,0.054861475,-0.500981152,0.08,1511592053970.60
0.859384716,0.063612863,-0.500158012,0.09,1511592054020.66
0.858946264,0.063399225,-0.499414206,0.09,1511592054069.85
0.859383345,0.060389653,-0.498195142,0.1,1511592054106.09
0.859976113,0.055754337,-0.49672702,0.1,1511592054157.54
0.859918714,0.05671424,-0.496121734,0.11,1511592054191.96
0.858423829,0.061230522,-0.497532129,0.11,1511592054222.37
0.856071353,0.070290029,-0.499852449,0.11,1511592054274.03
0.853895187,0.084841505,-0.501060307,0.11,1511592054310.41
0.851661623,0.103140637,-0.501322627,0.11,1511592054357.86
0.849794924,0.116411597,-0.501438141,0.11,1511592054388.75
0.848188698,0.133519426,-0.499363661,0.12,1511592054438.90
0.847275853,0.146844149,-0.496315539,0.12,1511592054470.89
0.845057607,0.175164714,-0.4889808,0.13,1511592054527.05
0.83987838,0.210339531,-0.481348604,0.14,1511592054574.68
0.833789229,0.252387553,-0.467020184,0.15,1511592054624.93
0.822021425,0.310185283,-0.446432829,0.17,1511592054674.52
0.810574949,0.352160335,-0.429950953,0.18,1511592054721.56
0.799179792,0.380857319,-0.422288597,0.19,1511592054774.44
0.793465078,0.390728325,-0.419168472,0.21,1511592054825.84
0.792418301,0.388530523,-0.421297073,0.21,1511592054874.32
0.793888688,0.380060077,-0.4269723,0.21,1511592054924.31
0.79808116,0.367053956,-0.433170617,0.2,1511592054974.28
0.804884136,0.347258925,-0.441408217,0.19,1511592055024.27
0.811134517,0.332241416,-0.444365948,0.18,1511592055059.62
0.813492477,0.325682849,-0.44581154,0.18,1511592055069.53
0.827982605,0.27505815,-0.459144622,0.17,1511592055158.05
0.835163772,0.244192377,-0.466714293,0.16,1511592055208.34
0.841000259,0.219172463,-0.471238405,0.15,1511592055258.22
0.848376811,0.190692171,-0.472153574,0.14,1511592055308.77
0.851978481,0.173133969,-0.473258674,0.14,1511592055346.37
0.851978481,0.173133969,-0.473258674,0.14,1511592055346.37
0.85330075,0.166144192,-0.47365734,0.14,1511592055350.92
0.863544643,0.081789479,-0.480728269,0.13,1511592055507.64
0.865879059,0.048134107,-0.484384179,0.12,1511592055561.12
0.866949856,0.033598397,-0.485287488,0.11,1511592055591.39
0.866079688,0.013131498,-0.490217358,0.1,1511592055640.71
0.865329027,-0.020013949,-0.495047808,0.08,1511592055694.02
0.864430547,-0.039314982,-0.496982098,0.06,1511592055741.44
0.861449242,-0.070842281,-0.500576913,0.05,1511592055791.22
0.860931516,-0.089232102,-0.499039203,0.04,1511592055841.95
0.856811821,-0.109952055,-0.502682209,0.03,1511592055894.02
0.853606284,-0.127770647,-0.504331887,0.03,1511592055941.33
0.851094842,-0.140886202,-0.505347311,0.02,1511592055991.97
0.848347604,-0.159052819,-0.504878998,0.01,1511592056042.42
0.847789288,-0.17120786,-0.501900911,0.01,1511592056091.92
0.847240329,-0.17881839,-0.500200987,0,1511592056138.69
0.848112464,-0.181043878,-0.497918487,0,1511592056191.19
0.848555028,-0.179836735,-0.497601569,0,1511592056241.17
0.849036574,-0.177867174,-0.497481018,0,1511592056291.32
0.849775791,-0.17677176,-0.496601403,0,1511592056341.76
0.850066423,-0.175620198,-0.496509552,0,1511592056376.05
0.850047588,-0.1742201,-0.497034788,0,1511592056408.12
0.850484371,-0.170174837,-0.497685373,0.01,1511592056460.42
0.849891782,-0.168912306,-0.499059439,0.01,1511592056508.11
0.846656561,-0.178060025,-0.501294911,0.01,1511592056545.59
0.842065275,-0.191579908,-0.503907025,0.02,1511592056575.22
0.836502552,-0.207109541,-0.506978095,0.02,1511592056612.29
0.82849741,-0.228543311,-0.511100709,0.01,1511592056658.37
0.822562039,-0.245112479,-0.513131917,0,1511592056709.25
0.820714533,-0.251096964,-0.513067544,-0.01,1511592056747.24
0.820714533,-0.251096964,-0.513067544,-0.01,1511592056747.24
